round,time,cloud_0,temp_0,humidity_0,ground_press_0,wind_speed_0,wind_dir_0,rain_0,snow_0,dew_point_0,vis_0,uv_idx_0,azimuth_0,elevation_0,model_1,model_2,model_3,model_4,model_5,cloud_1,temp_1,humidity_1,ground_press_1,wind_speed_1,wind_dir_1,rain_1,snow_1,dew_point_1,vis_1,uv_idx_1,azimuth_1,elevation_1
1,2023-04-06 04:00:00+09:00,100,8.99,95,1011,5.65,248,0,0,7.77778,9.65606,0,59.9314,-27.0089,0,0,0,0,0,100,9.03,94.97032475,1012,6.129820829,248.9406495,0,0,7.1,7.893333333,0,59.93136157,-27.00886212
1,2023-04-06 05:00:00+09:00,100,8.97,94,1011,5.47,250,0,0,7.22222,9.65606,0,70.5359,-15.8078,0,0,0,0,0,100,8.893790055,95,1012,4.95,249,0,0,7.106666667,4.746666667,0,70.53587132,-15.80782556
1,2023-04-06 06:00:00+09:00,100,9.02,94,1012,5.93,256,0,0,7.22222,9.65606,0,79.662,-3.89526,0,0,0,0,0,100,9.03,95,1012,4.74,254,0,0,7.296666667,3.253333333,0,79.66200483,-3.895258128
1,2023-04-06 07:00:00+09:00,100,9.08,95,1012,5.86,261,0,0,7.22222,9.65606,0,88.185,8.3592,0.528162,0.63431,0.102293,0.062599,2.79411,100,8.981700494,95,1013,4.51,257,0,0,7.2,4.746666667,0.033333333,88.18500809,8.359201502
1,2023-04-06 08:00:00+09:00,100,9.15,94,1013,6.16,267,0,0,7.77778,11.2654,1,96.9006,20.6703,3.67932,0.758958,4.63107,2.59871,13.0136,100,9.049423503,94,1013,4.48,262,0,0,7.203333333,3.2,1,96.90059964,20.67031879
1,2023-04-06 09:00:00+09:00,100,9.11,94,1013,5.2,254,0,0,8.33333,11.2654,1,106.748,32.7353,9.30726,6.58663,8.35213,7.21771,33.2224,100,9.03,94,1013,4.057761194,268.7844113,0,0,7.310169492,3.2,1,106.7476277,32.73531643
1,2023-04-06 10:00:00+09:00,100,9.28,93,1013,5.86,253,0,0,8.33333,11.2654,1,119.142,44.0985,12.7708,11.0496,10.6559,10.8946,53.1328,100,9.454904424,92,1013,4.11,278,0,0,7.6,3.2,1,119.1422538,44.09853764
1,2023-04-06 11:00:00+09:00,100,9.36,93,1013,5.71,258,0,0,8.33333,11.2654,1,136.433,53.8846,19.4058,16.7232,12.701,14.4995,60.9469,100,9.596354626,91,1013,4.72,278,0,0,7.613559322,3.2,1.033898305,136.4333492,53.88463887
1,2023-04-06 12:00:00+09:00,100,9.51,91,1013,5.85,268,0,0,8.33333,11.2654,2,161.44,60.3371,30.0495,23.7421,13.7964,23.1937,63.7909,91,9.788754864,89,1013,4.52,269,0,0,7.975409836,3.2,2,161.4398994,60.33707991
1,2023-04-06 13:00:00+09:00,100,9.69,90,1014,6.33,272,0,0,8.33333,11.2654,2,192.155,61.0569,31.2358,28.4522,13.013,30.1798,59.7031,86.4561016,10.03355605,88.16289343,1013,5.185665378,271.9674213,0,0,7.510169492,3.2,2,192.1549649,61.05691904
1,2023-04-06 14:00:00+09:00,100,9.74,89,1013,6.22,279,0,0,8.33333,9.65606,1,218.936,55.6771,28.0009,25.1798,12.5436,23.7424,59.3687,87,9.864024256,90,1013,5.72,270,0,0,7.765,3.2,1.95,218.9359221,55.67713819
1,2023-04-06 15:00:00+09:00,100,9.68,89,1013,5.68,280,0,0,7.77778,9.65606,1,237.723,46.4389,26.3051,23.3798,14.6439,23.7091,50.9212,86,9.804807056,90,1013,5.31,274,0,0,7.1,3.2,1,237.7226896,46.43891725
1,2023-04-06 16:00:00+09:00,68,9.78,88,1013,4.78,288,0,0,7.77778,9.65606,1,250.961,35.3323,31.0443,30.9786,32.7754,16.1569,45.7697,100,9.78568369,90,1012,4.7,277,0,0,6.81,3.2,1,250.9611044,35.33229616
1,2023-04-06 17:00:00+09:00,84,9.67,87,1013,4.25,284,0,0,7.77778,9.65606,0,261.234,23.3843,18.0065,14.3395,15.1137,9.76447,31.2114,100,9.750066225,90,1012,4.03,278,0,0,7.066666667,3.186666667,0.966666667,261.2336757,23.3842707
1,2023-04-06 18:00:00+09:00,89,9.54,86,1014,3.93,283,0,0,7.77778,9.65606,0,270.124,11.1137,8.92913,7.13195,7.51311,4.28046,11.3334,100,9.607073171,90,1013,3.85,291,0.840210643,0,6.103333333,2.813333333,0,270.1236326,11.11374729
1,2023-04-06 19:00:00+09:00,92,9.33,85,1014,4.6,291,0,0,7.22222,9.65606,0,278.641,-1.15564,2.35207,1.44137,2.08146,1.81205,0.295768,100,9.503807671,91,1014,4.926903835,290.9488605,1.232556976,0,6.22,3.2,0,278.6414408,-1.155640143
1,2023-04-06 20:00:00+09:00,94,9.26,84,1015,3.66,287,0,0,7.22222,9.65606,0,287.593,-13.1414,0,0,0,0,0,100,9.354719731,90,1014,5.69,300,2.231636771,0,6.78,3.2,0,287.5930536,-13.14135694
1,2023-04-06 21:00:00+09:00,95,9.26,83,1015,2.03,291,0,0,7.22222,11.2654,0,297.819,-24.4983,0,0,0,0,0,100,8.478029967,90.96836848,1015,6.177591565,309.0948946,1.807225305,0,6.173333333,3.2,0,297.8189242,-24.49829811
1,2023-04-06 22:00:00+09:00,100,9.31,80,1016,3.75,279,0,0,6.66667,11.2654,0,310.355,-34.7033,0,0,0,0,0,100,7.878828429,93,1015,5.033225986,316.0488617,1.318323154,0,5.39,3.186666667,0,310.3546737,-34.7032641
1,2023-04-06 23:00:00+09:00,100,9.1,81,1016,3.32,287,0,0,6.66667,16.0934,0,326.388,-42.9049,0,0,0,0,0,100,8.03,93,1015,5.08,313,1.920052724,0,5.11,2.813333333,0,326.3877365,-42.90493294
1,2023-04-07 00:00:00+09:00,100,9.01,80,1016,3.34,307,0,0,6.11111,16.0934,0,346.483,-47.8537,0,0,0,0,0,100,7.9143292,92,1016,5.95,317,2.006493799,0,5.393333333,3.173333333,0,346.4826826,-47.85370806
1,2023-04-07 01:00:00+09:00,98,8.72,81,1016,3.6,300,0,0,6.11111,16.0934,0,8.86818,-48.3428,0,0,0,0,0,100,7.923439419,91,1015,6.09,328,0.01813512,0,5.176666667,2.386666667,0,8.868177199,-48.34281114
1,2023-04-07 02:00:00+09:00,81,8.65,79,1016,3.09,302,0,0,5.55556,16.0934,0,29.6757,-44.2261,0,0,0,0,0,100,7.850957992,89,1015,6.06,327,0,0,4.526666667,2,0,29.67567613,-44.22609265
1,2023-04-07 03:00:00+09:00,69,8.63,79,1016,3.38,304,0,0,5.55556,16.0934,0,46.5373,-36.5754,0,0,0,0,0,100,8.030302697,88.85800771,1015.047331,5.541480462,326.9053385,0,0,5.286440678,2.027118644,0,46.53733754,-36.57538815
1,2023-04-07 04:00:00+09:00,9,8.59,78,1016,3.61,314,0,0,5,16.0934,0,59.6842,-26.6936,0,0,0,0,0,71,8.03,87,1015,4.93,324,0,0,4.85,2.9,0,59.68417396,-26.69358798
1,2023-04-07 05:00:00+09:00,12,8.54,76,1016,3.62,314,0,0,4.44444,16.0934,0,70.2763,-15.5154,0,0,0,0,0,41,8.115970149,84,1015,5.24,317,0,0,3.9,4.8,0,70.2762819,-15.51542566
1,2023-04-07 06:00:00+09:00,30,8.53,75,1017,3.43,313,0,0,4.44444,16.0934,0,79.3954,-3.61749,0,0,0,0,0,31,8.03,87,1015,5.24,313,0,0,3.566666667,4.906666667,0,79.39542994,-3.617488619
1,2023-04-07 07:00:00+09:00,39,8.77,74,1017,3.27,322,0,0,4.44444,16.0934,1,87.9096,8.63064,1.94838,3.31069,0.199425,1.02543,18.541,26,8.495890183,89.02939545,1016,4.849977815,313.0293955,0,0,5.544067797,8.057627119,0.033898305,87.9096417,8.630643366
1,2023-04-07 08:00:00+09:00,34,9.2,70,1017,3.38,329,0,0,3.88889,16.0934,2,96.612,20.9442,14.7865,17.4061,10.3578,9.10015,29.0782,23,9.03,89,1016,5.03,315,0,0,6.83,9.535,1.05,96.6119883,20.94419174
1,2023-04-07 09:00:00+09:00,29,9.67,65,1017,3.22,327,0,0,3.88889,16.0934,4,106.443,33.0219,39.0586,38.6603,33.9735,36.5855,43.3365,19.58595642,9.202397094,86,1017,5.221380145,311.4828087,0,0,7.375,6.48,2.1,106.4426297,33.02188472
1,2023-04-07 10:00:00+09:00,28,10.11,61,1018,3.36,312,0,0,3.88889,16.0934,5,118.829,44.4106,61.487,57.8736,55.0002,64.4771,53.7131,48.00852985,11.09723532,86.20170597,1017,5.132689413,305.4621174,0,0,6.84,8,4.05,118.8290794,44.41055515
1,2023-04-07 11:00:00+09:00,43,10.35,60,1018,3.54,303,0,0,4.44444,16.0934,7,136.165,54.235,76.6649,74.5956,68.765,81.0785,58.055,62,9.845439171,89,1017,5.17,298,0,0,5.7,8,6,136.1647038,54.2349889
1,2023-04-07 12:00:00+09:00,54,10.44,63,1018,4.27,300,0,0,5,16.0934,8,161.376,60.7199,83.1348,85.1994,75.7637,87.3531,55.4059,73.79867819,12.08033045,90.79867819,1017,5.637178444,308.9496695,0,0,5.9,8.240983607,7.049180328,161.3761807,60.71991349
1,2023-04-07 13:00:00+09:00,46,10.5,69,1017,4.74,296,0,0,5,16.0934,7,192.438,61.4161,80.0654,90.9127,80.2906,88.9838,55.0004,70,13.03,87,1017,6.15,308,0,0,5.953333333,12.79333333,7.866666667,192.4376314,61.41605737
1,2023-04-07 14:00:00+09:00,39,10.42,77,1018,5.49,296,0,0,5.55556,16.0934,5,219.394,55.9621,69.1419,88.6385,77.7157,88.1895,57.4214,77.79086809,12.03,92.82074408,1017,6.011792559,299.1493799,0,0,7.45,9.7,3.933333333,219.3939328,55.96210936
1,2023-04-07 15:00:00+09:00,49,10.4,79,1018,5.54,305,0,0,6.11111,16.0934,4,238.18,46.6586,64.612,76.4656,70.0891,81.7477,55.1524,63.11510791,10.00985612,89.08633094,1016.028777,6.975827338,305.2014388,0,0,6.046666667,9.7,1.966666667,238.1804291,46.6585751
1,2023-04-07 16:00:00+09:00,39,10.33,80,1017,6.35,314,0,0,6.66667,16.0934,2,251.377,35.5119,45.8511,56.342,51.3528,68.9963,51.4119,17.63087248,10.079217,88.9261745,1016.024609,7.534228188,304.6644295,0,0,7.383333333,9.59,1,251.3773085,35.51188197
1,2023-04-07 17:00:00+09:00,24,10.04,84,1017,8,320,0,0,7.22222,16.0934,1,261.614,23.5437,29.0768,36.6695,31.5862,47.2471,44.6342,17,9.623921569,86,1017,9.31,323,0,0,6.87,6.4,0.966666667,261.6141303,23.54370961
1,2023-04-07 18:00:00+09:00,20,9.43,84,1018,8.99,324,0,0,7.22222,16.0934,0,270.482,11.2675,12.2545,16.8563,11.0081,22.3791,32.195,19,10.05746637,75,1018,9.12,335,0,0,5.896666667,6.51,0,270.4818991,11.26747031
1,2023-04-07 19:00:00+09:00,23,8.44,76,1019,9.18,334,0,0,6.11111,16.0934,0,278.99,-0.995946,2.45223,6.95645,1.30171,7.14806,22.8465,8.52245345,10.03,71.02902519,1018,10.89297919,334.0580504,0,0,2.9,9.7,0,278.9901878,-0.995945605
1,2023-04-07 20:00:00+09:00,28,7.91,71,1020,8.97,337,0,0,4.44444,16.0934,0,287.942,-12.9645,0,0,0,0,0,27,7.669731393,73,1019,9.88,335,0,0,2.966666667,16.1,0,287.9423058,-12.96454739
1,2023-04-07 21:00:00+09:00,35,7.79,69,1021,8.67,335,0,0,2.77778,16.0934,0,298.174,-24.2922,0,0,0,0,0,28.65474255,7.573674797,69.75338753,1020,10.61326829,334.9506775,0,0,1.93559322,16.31694915,0,298.173866,-24.29224433
1,2023-04-07 22:00:00+09:00,65,7.62,65,1021,9.17,334,0,0,1.66667,16.0934,0,310.709,-34.4545,0,0,0,0,0,5,7.215508951,65,1021,10.8,334,0,0,0.021311475,22.1852459,0,310.7087346,-34.45446181
1,2023-04-07 23:00:00+09:00,82,7.33,62,1021,9.35,334,0,0,1.11111,16.0934,0,326.707,-42.6017,0,0,0,0,0,5,7.010881854,61,1022,10.32,335,0,0,-1.493220339,16.1,0,326.7067926,-42.60173156
1,2023-04-08 00:00:00+09:00,55,7.23,60,1021,8.69,333,0,0,0.555556,16.0934,0,346.692,-47.4976,0,0,0,0,0,10.81798125,6.877964699,59.9271925,1022,9.710044126,335.9635962,0,0,-1.3,16.1,0,346.6923427,-47.49758718
1,2023-04-08 01:00:00+09:00,6,6.63,57,1021,8.17,329,0,0,-0.555556,16.0934,0,8.90041,-47.9604,0,0,0,0,0,28,6.796114222,58,1021,8.62,334,0,0,-1.793220339,22.28305085,0,8.900406167,-47.96041985
1,2023-04-08 02:00:00+09:00,5,6.68,57,1021,8.09,326,0,0,-0.555556,16.0934,0,29.5507,-43.8539,0,0,0,0,0,23,6.749692645,57,1021,8.16,332,0,0,-1.654098361,16.1,0,29.55066633,-43.85387589
1,2023-04-08 03:00:00+09:00,4,6.83,58,1021,7.76,324,0,0,-0.555556,16.0934,0,46.3268,-36.2321,0,0,0,0,0,23.39125623,6.962130603,59.87825125,1021,8.335002767,329.9391256,0,0,-2.669491525,16.31694915,0,46.32677102,-36.23211733
1,2023-04-08 04:00:00+09:00,0,6.76,58,1021,5.94,324,0,0,-0.555556,16.0934,0,59.4391,-26.3799,0,0,0,0,0,0,7.078445308,59,1021,8.2,328,0,0,-1.795,22.18,0,59.43907016,-26.37988649
1,2023-04-08 05:00:00+09:00,0,6.7,58,1021,4.12,315,0,0,-0.555556,16.0934,0,70.0183,-15.2247,0,0,0,0,0,0,7.010830105,59,1021,6.24,325,0,0,-1.695081967,16.1,0,70.01829438,-15.2246545
1,2023-04-08 06:00:00+09:00,0,6.98,60,1022,5.38,297,0,0,5.68E-14,16.0934,0,79.13,-3.34153,0,0,0,0,0,0,7.03,61,1021,4.17,310,0,0,-1.573333333,16.31333333,0,79.12996736,-3.341525771
1,2023-04-08 07:00:00+09:00,0,7.33,60,1022,4.52,277,0,0,5.68E-14,16.0934,1,87.6349,8.90002,3.37047,8.78842,0.802643,2.49201,5.33606,0,7.03,60,1022,6.29,287,0,0,-0.75,22.28666667,0.033333333,87.6348857,8.900022711
1,2023-04-08 08:00:00+09:00,0,8.13,60,1022,5.48,268,0,0,5.68E-14,16.0934,2,96.3234,21.2157,19.7653,22.7576,10.6859,18.5536,13.3882,0,7.918224819,60,1022,5.44,284,0,0,0.653333333,16.1,1.033333333,96.32337215,21.21569897
1,2023-04-08 09:00:00+09:00,0,8.76,62,1023,7.18,272,0,0,5.68E-14,16.0934,4,106.137,33.3058,42.4264,41.6101,33.4445,40.0131,17.1199,0,9.03,60,1023,5.717520707,270.2457206,0,0,-0.754237288,16.31694915,2.06779661,106.1367124,33.30577857
1,2023-04-08 10:00:00+09:00,0,9.31,67,1023,8.21,277,0,0,0.555556,16.0934,5,118.514,44.7197,63.9244,60.3863,50.5512,60.2577,23.5068,0,10.03,69.76152981,1023,8.584825647,276.0298088,0,0,-2.14,22.18,4.05,118.5135154,44.71969208
1,2023-04-08 11:00:00+09:00,0,9.75,69,1023,8.48,283,0,0,2.22222,16.0934,7,135.892,54.5826,75.8543,76.9275,68.3169,80.3862,24.1495,0,9.220943396,68,1023,8.04,284,0,0,0.9,16.1,6,135.8919272,54.58261434
1,2023-04-08 12:00:00+09:00,0,9.99,70,1023,8.35,286,0,0,2.77778,16.0934,8,161.31,61.1006,85.6483,89.7408,83.4103,92.8086,11.6779,0,12.03,76.78799776,1023,7.754845766,299.8485698,0,0,2.820338983,16.31694915,7.033898305,161.3099604,61.10062852
1,2023-04-08 13:00:00+09:00,0,10.02,71,1022,7.47,293,0,0,2.77778,16.0934,7,192.724,61.7729,86.6878,99,88.4719,98.4259,7.24047,0,9.750110497,70,1023,7,299,0,0,3.4,22.5,7.5,192.7240484,61.77291895
1,2023-04-08 14:00:00+09:00,0,10.06,71,1022,6.86,293,0,0,2.22222,16.0934,5,219.855,56.2443,85.9578,99,86.7242,97.4471,8.13201,0,9.769354839,69,1022,6.11,302,0,0,1.626229508,16.1,6.901639344,219.8553648,56.2442863
1,2023-04-08 15:00:00+09:00,0,10.04,72,1022,7.16,296,0,0,2.22222,16.0934,4,238.639,46.8758,82.2343,91.2151,80.1314,88.0527,10.3314,0,13.03,77.64004437,1022,5.176544648,300.0981697,0,0,0.098305085,16.31694915,4.966101695,238.6388724,46.87576665
1,2023-04-08 16:00:00+09:00,0,9.89,71,1022,6.8,301,0,0,2.22222,16.0934,2,251.793,35.6897,63.4075,69.3148,59.9007,70.8186,8.05274,0,9.864619625,64,1021,5.35,299,0,0,-2.644642857,22.15714286,3.892857143,251.7927535,35.68965767
1,2023-04-08 17:00:00+09:00,0,9.65,70,1021,6.65,314,0,0,2.22222,16.0934,1,261.993,23.702,40.8259,45.9984,37.9847,50.215,9.22573,0,9.685312158,66,1022,5.9,295,0,0,0.1,16.1,1.3,261.9931592,23.70196795
1,2023-04-08 18:00:00+09:00,0,9.28,72,1022,6.1,319,0,0,2.22222,16.0934,0,270.838,11.4205,18.3869,21.8776,14.3837,27.4326,4.05986,0,13.03,78.80199667,1022,5.938302829,300.9717138,0,0,2.095,16.1,0.05,270.8383475,11.42054199
1,2023-04-08 19:00:00+09:00,0,8.77,76,1022,5.18,312,0,0,2.77778,16.0934,0,279.337,-0.836476,3.06424,9.47042,1.54299,9.76615,3.15709,0,8.866706915,78,1022,5.3,293,0,0,2.806666667,22.28666667,0,279.3367433,-0.836475789
1,2023-04-08 20:00:00+09:00,0,8.61,77,1023,4.62,308,0,0,3.33333,16.0934,0,288.289,-12.7876,0,0,0,0,0,0,8.610432612,79,1022,4.63,294,0,0,3,16.1,0,288.2888606,-12.78764477
1,2023-04-08 21:00:00+09:00,0,8.5,75,1023,3.88,310,0,0,3.88889,16.0934,0,298.525,-24.0859,0,0,0,0,0,0,10.03,77.13050571,1023,4.154785209,292.0435019,0,0,3.104918033,16.33606557,0,298.5253445,-24.08593129
1,2023-04-08 22:00:00+09:00,4,8.41,71,1023,3.64,318,0,0,3.33333,16.0934,0,311.058,-34.2055,0,0,0,0,0,5.063561644,9.03,78.96821918,1023,4.919490411,289.1589041,0,0,3.216666667,20.74,0,311.0582509,-34.20549738
1,2023-04-08 23:00:00+09:00,41,8.33,69,1023,3.18,326,0,0,3.33333,16.0934,0,327.02,-42.2989,0,0,0,0,0,25,8.484160221,79,1023,3.28,309,0,0,3.693333333,15.88666667,0,327.0203173,-42.29890292
1,2023-04-09 00:00:00+09:00,60,8.21,68,1024,2.86,318,0,0,3.33333,16.0934,0,346.897,-47.1428,0,0,0,0,0,50,8.342670391,80,1023,2.59,320,0,0,3.479661017,9.971186441,0,346.897128,-47.14278915
1,2023-04-09 01:00:00+09:00,37,7.89,78,1023,2.63,336,0,0,4.44444,16.0934,0,8.93098,-47.5801,0,0,0,0,0,62.34802008,5.059001673,79.97099833,1023,2.247110987,320.0580033,0,0,2.890163934,17.06557377,0,8.930981767,-47.58007379
1,2023-04-09 02:00:00+09:00,49,7.77,78,1023,2.5,345,0,0,4.44444,16.0934,0,29.427,-43.4837,0,0,0,0,0,70,5.03,81,1023,1.96,324,0,0,2.7,4.8,0,29.42696372,-43.48372527
1,2023-04-09 03:00:00+09:00,58,7.57,77,1023,2.13,357,0,0,4.44444,16.0934,0,46.1184,-35.8907,0,0,0,0,0,77.88203168,4.990677226,77.1572911,1022,1.692135445,332.8820317,0,0,2.696666667,4.906666667,0,46.11842636,-35.89067203
1,2023-04-09 04:00:00+09:00,100,7.39,77,1023,1.58,12,0,0,3.88889,16.0934,0,59.196,-26.0679,0,0,0,0,0,100,4.03,78,1022,1.371977961,334.123416,0,0,2.566666667,7.893333333,0,59.19600235,-26.0678946
1,2023-04-09 05:00:00+09:00,100,7.25,76,1023,1.03,37,0,0,3.88889,16.0934,0,69.7619,-14.9356,0,0,0,0,0,99,3.03,77,1022,0.91,351,0,0,1.576666667,4.8,0,69.76189038,-14.93564681
1,2023-04-09 06:00:00+09:00,100,7.1,75,1023,0.99,66,0,0,3.88889,16.0934,0,78.8656,-3.0675,0,0,0,0,0,100,3.03,77,1022,0.37,331,0,0,0.906666667,4.963333333,0,78.86561735,-3.067500654
1,2023-04-09 07:00:00+09:00,90,7.31,73,1023,1.01,110,0,0,4.44444,16.0934,1,87.3608,9.16721,1.12844,3.67773,0.182078,3.7472,3.29072,86.24498886,7.60545657,76.03062361,1022,0.102967706,310.5395323,0,0,1.1,9.7,0.4,87.36075226,9.167211402
1,2023-04-09 08:00:00+09:00,90,7.95,69,1023,1.03,154,0,0,4.44444,16.0934,2,96.0348,21.4847,16.6617,17.1808,6.97674,12.9033,16.3036,70,5.948859649,73,1022,0.13,242,0,0,3.865,8,1.05,96.03476994,21.48471321
1,2023-04-09 09:00:00+09:00,77,8.67,67,1023,1.24,186,0,0,4.44444,16.0934,4,105.83,33.5869,36.1962,40.0759,24.1619,35.1921,23.9729,53.18353726,6.03,71.90823137,1022,2.324115684,187.3459399,0,0,5.090163934,8.240983607,2.098360656,105.8298917,33.5868683
1,2023-04-09 10:00:00+09:00,0,9.33,64,1023,1.58,225,0,0,3.88889,16.0934,5,118.196,45.0258,63.3039,61.6269,49.2676,69.7042,55.7591,0,9.538113208,62,1023,1.27,220,0,0,4.766666667,13.00666667,4.033333333,118.195546,45.02581262
1,2023-04-09 11:00:00+09:00,0,9.88,61,1023,1.83,249,0,0,2.77778,16.0934,7,135.615,54.9274,78.3381,78.4694,70.7831,86.5967,68.1708,0,12.03,59,1023,2.04,241,0,0,0.953333333,16.1,5.066666667,135.6148988,54.92737761
1,2023-04-09 12:00:00+09:00,0,10.47,58,1023,3.46,250,0,0,1.66667,16.0934,8,161.241,61.4791,89.5989,90.6228,86.5405,94.3989,91.7833,0,13.03,67.65540541,1022,3.433057432,219.0050676,0,0,2.306666667,16.31333333,7.033333333,161.2410163,61.4791161
1,2023-04-09 13:00:00+09:00,0,10.83,57,1022,3.47,256,0,0,1.66667,16.0934,7,193.014,62.1274,89.511,98.7161,89.7604,98.3275,99,0,15.03,66.61052043,1022,4.047017348,223.9087857,0,0,-3.46,22.28666667,7.966666667,193.0140847,62.12743244
1,2023-04-09 14:00:00+09:00,0,11.02,57,1022,3.78,254,0,0,1.11111,16.0934,5,220.32,56.5236,89.147,99,86.806,97.4041,99,0,11.11359862,55,1021,3.9,252,0,0,-8.096666667,16.1,6.933333333,220.3200131,56.52364037
1,2023-04-09 15:00:00+09:00,0,11.09,57,1021,4.21,256,0,0,1.11111,16.0934,3,239.098,47.0905,82.5305,86.5956,78.9838,86.2178,96.5356,0,11.25775109,56,1021,4.3,251,0,0,-7.983333333,16.31333333,4.966666667,239.0978104,47.09050476
1,2023-04-09 16:00:00+09:00,0,11.05,58,1021,4.04,256,0,0,1.66667,16.0934,2,252.207,35.8657,63.8865,67.0068,59.8041,66.6043,80.3728,0,15.03,68.63333333,1020,4.091,235.5333333,0,0,-7.533333333,22.28666667,3.933333333,252.2072695,35.86565463
1,2023-04-09 17:00:00+09:00,0,10.87,60,1021,4.07,254,0,0,2.22222,16.0934,1,262.371,23.8591,41.9146,43.8948,33.9988,49.1044,56.0006,0,10.93106195,59,1020,3.86,245,0,0,-8.537288136,16.1,1.966101695,262.3706222,23.85908043
1,2023-04-09 18:00:00+09:00,0,10.54,62,1021,3.53,252,0,0,2.77778,16.0934,0,271.193,11.573,17.6502,19.9246,11.5636,30.9152,37.7807,0,15.03,69,1020,3.96,223,0,0,-9.43,16.42,0.95,271.192854,11.57299211
1,2023-04-09 19:00:00+09:00,0,9.77,66,1021,3.2,240,0,0,3.33333,16.0934,0,279.681,-0.677211,3.06707,8.56437,0.762557,10.2791,27.4326,0,14.03,69.84504704,1020,3.882418373,214.6198118,0,0,-6.008196721,22.1852459,0,279.6809908,-0.677211487
1,2023-04-09 20:00:00+09:00,0,9.47,68,1021,2.78,228,0,0,3.88889,16.0934,0,288.633,-12.6106,0,0,0,0,0,0,9.376814897,66,1020,3.03,217,0,0,-2.216666667,16.1,0,288.6326042,-12.61064577
1,2023-04-09 21:00:00+09:00,0,9.23,69,1021,2.58,206,0,0,3.88889,16.0934,0,298.873,-23.8794,0,0,0,0,0,0,9.256914661,66.95842451,1020,3.337089716,205.750547,0,0,0.2,16.1,0,298.8732494,-23.87937756
1,2023-04-09 22:00:00+09:00,0,9.14,68,1021,2.61,192,0,0,3.88889,16.0934,0,311.403,-33.9564,0,0,0,0,0,0,9.00117033,67,1020,3.23,191,0,0,1.254098361,22.1852459,0,311.4031287,-33.95641673
1,2023-04-09 23:00:00+09:00,0,9.07,67,1021,3.1,182,0,0,3.88889,16.0934,0,327.328,-41.9965,0,0,0,0,0,0,9.03,74.75501114,1020,4.69467706,182.7856347,0,0,2.259322034,16.1,0,327.3282568,-41.9965197
1,2023-04-10 00:00:00+09:00,0,8.87,68,1021,3.18,183,0,0,3.88889,16.0934,0,347.097,-46.7894,0,0,0,0,0,0,8.622921485,68,1020,3.63,168,0,0,1.1,16.1,0,347.0970142,-46.78940125
1,2023-04-10 01:00:00+09:00,0,8.53,70,1020,3.23,167,0,0,4.44444,16.0934,0,8.95983,-47.2019,0,0,0,0,0,0,8.453213886,71,1020,2.75,174,0,0,0.814754098,22.1852459,0,8.959829608,-47.20187034
1,2023-04-10 02:00:00+09:00,0,8.46,72,1020,2.78,165,0,0,4.44444,16.0934,0,29.3045,-43.1158,0,0,0,0,0,0,8.204337748,72,1020,2.49,164,0,0,1.136923077,16.1,0,29.30445481,-43.11575814
1,2023-04-10 03:00:00+09:00,0,8.3,73,1020,2.94,150,0,0,4.44444,16.0934,0,45.9122,-35.5512,0,0,0,0,0,0,8.238026756,72,1019.027871,3.152508361,152.1393534,0,0,2.244615385,16.1,0,45.91221753,-35.55118443
1,2023-04-10 04:00:00+09:00,0,8.16,75,1019,3.16,146,0,0,5,16.0934,0,58.9549,-25.7577,0,0,0,0,0,0,5.03,75.94209354,1019,4.249888641,153.8262806,0,0,1.613333333,22.28666667,0,58.95492473,-25.75774814
1,2023-04-10 05:00:00+09:00,3,8.15,76,1020,3.01,152,0,0,5,16.0934,0,69.507,-14.6485,0,0,0,0,0,0,8.02978959,75,1019,3.38,144,0,0,1.983333333,16.1,0,69.50705326,-14.64853622
1,2023-04-10 06:00:00+09:00,12,8.2,76,1019,3.99,144,0,0,5,16.0934,0,78.6024,-2.79554,0,0,0,0,0,0,7.993966759,76,1019,4.06,144,0,0,1.533898305,16.31694915,0,78.60238216,-2.79554318
1,2023-04-10 07:00:00+09:00,33,8.45,77,1019,4.54,146,0,0,5.55556,16.0934,1,87.0873,9.43208,2.40747,1.71889,0.229304,1.71114,0,6,8.302974891,76,1019,3.91,151,0,0,2.53442623,22.1852459,0.049180328,87.08725607,9.432082544
1,2023-04-10 08:00:00+09:00,47,9.37,75,1019,5.04,160,0,0,6.11111,16.0934,2,95.7462,21.7511,16.1933,14.2125,7.77097,11.6794,4.69517,7,9.252030735,74,1019,4.49,166,0,0,3.261016949,16.1,1.033898305,95.7462038,21.75110853
1,2023-04-10 09:00:00+09:00,53,10.47,71,1019,5.29,178,0,0,6.66667,16.0934,4,105.522,33.865,37.8483,34.5636,28.3409,34.5945,23.8028,10.82551077,11.03,71,1019,5.643959139,181.0436223,0,0,5.044262295,16.4147541,2.098360656,105.5221882,33.86502546
1,2023-04-10 10:00:00+09:00,0,11.1,69,1020,5.54,191,0,0,6.66667,16.0934,5,117.875,45.3288,63.7911,58.1958,49.6457,63.3346,37.8308,33.9501385,11.14911357,69.30470914,1019,6.263573407,189.6952909,0,0,5.896666667,22.28666667,4.033333333,117.875162,45.32878176
1,2023-04-10 11:00:00+09:00,0,11.56,67,1019,7.28,193,0,0,5.55556,16.0934,7,135.333,55.2691,77.1758,77.5993,70.6034,84.6515,46.3919,46.89223897,15.03,79.57118928,1019,6.658933557,193,0,0,5.745762712,16.1,5.06779661,135.3335029,55.26914074
